Taxon,Total length,No of charsets,atpB_final_alignment.fasta,matK_final_alignment.fasta,ndhF_final_alignment.fasta,rbcL_final_alignment.fasta,
Ebenaceae Diospyros artanthifolia,6124 bp,4,1500 (104 indels),2224 (1438 indels),1861 (986 indels),539 (24 indels),
Ebenaceae Diospyros capreifolia,2817 bp,2,(No data),2091 (1303 indels),(No data),726 (29 indels),
Ebenaceae Diospyros carbonaria,2817 bp,2,(No data),2091 (1303 indels),(No data),726 (29 indels),
Ebenaceae Diospyros guianensis,12882 bp,4,1500 (104 indels),7701 (5287 indels),1883 (986 indels),1798 (362 indels),
Ebenaceae Diospyros vestita,11696 bp,3,(No data),7702 (5279 indels),1883 (986 indels),2111 (651 indels),
Elaeocarpaceae Sloanea garckeana,3674 bp,2,(No data),2099 (1304 indels),(No data),1575 (252 indels),
Elaeocarpaceae Sloanea guianensis,2817 bp,2,(No data),2091 (1303 indels),(No data),726 (29 indels),
Elaeocarpaceae Sloanea terniflora,2757 bp,2,(No data),2210 (1435 indels),(No data),547 (26 indels),
Elatinaceae Elatine comp. OUTSIDE,4057 bp,3,1583 (122 indels),1893 (1230 indels),(No data),581 (29 indels),
Ericaceae Gaultheria bradeana,8324 bp,2,(No data),"4930 (24 'N', 3342 indels)",3394 (1804 indels),(No data),
Ericaceae Gaultheria erecta,7377 bp,2,(No data),"3949 (15 'N', 2428 indels)",3428 (1804 indels),(No data),
Ericaceae Gaultheria eriophylla,8971 bp,3,(No data),3896 (2392 indels),3377 (1810 indels),"1698 (120 'N', 298 indels)",
Ericaceae Gaultheria itatiaiae,8495 bp,2,(No data),"5067 (24 'N', 3411 indels)",3428 (1804 indels),(No data),
Ericaceae Gaultheria myrtilloides,8495 bp,2,(No data),"5067 (24 'N', 3411 indels)",3428 (1804 indels),(No data),
Ericaceae Gaultheria serrata,8489 bp,2,(No data),5061 (3406 indels),3428 (1810 indels),(No data),
Eriocaulaceae Actinocephalus divaricatus,3300 bp,1,(No data),(No data),3300 (1691 indels),(No data),
Eriocaulaceae Comanthera imbricata,3269 bp,1,(No data),(No data),"3269 (8 'N', 1712 indels)",(No data),
Eriocaulaceae Eriocaulon setaceum,4396 bp,1,(No data),"4396 (2 'N', 3319 indels)",(No data),(No data),
Eriocaulaceae Leiothrix crassifolia,1166 bp,1,(No data),(No data),(No data),"1166 (34 'N', 25 indels)",
Eriocaulaceae Leiothrix echinocephala,3293 bp,1,(No data),(No data),3293 (1703 indels),(No data),
Eriocaulaceae Leiothrix fluitans,3265 bp,1,(No data),(No data),"3265 (76 'N', 1702 indels)",(No data),
Eriocaulaceae Paepalanthus augustus,3303 bp,1,(No data),(No data),3303 (1703 indels),(No data),
Eriocaulaceae Paepalanthus bryoides,3289 bp,1,(No data),(No data),"3289 (1 'N', 1697 indels)",(No data),
Eriocaulaceae Paepalanthus chlorocephalus,3134 bp,1,(No data),(No data),"3134 (51 'N', 1686 indels)",(No data),
Eriocaulaceae Paepalanthus distichophyllus,3299 bp,1,(No data),(No data),"3299 (29 'N', 1691 indels)",(No data),
Eriocaulaceae Paepalanthus klotzschianus,3289 bp,1,(No data),(No data),3289 (1697 indels),(No data),
Eriocaulaceae Paepalanthus melaleucus,3294 bp,1,(No data),(No data),3294 (1697 indels),(No data),
Eriocaulaceae Paepalanthus planifolius,3489 bp,1,(No data),(No data),3489 (1864 indels),(No data),
Eriocaulaceae Syngonanthus anthemiflorus,3269 bp,1,(No data),(No data),"3269 (11 'N', 1715 indels)",(No data),
Eriocaulaceae Tonina fluviatilis,3895 bp,2,(No data),(No data),3313 (1697 indels),582 (29 indels),
Erythropalaceae Heisteria silvianii,2897 bp,2,(No data),2178 (1424 indels),(No data),719 (29 indels),
Erythroxylaceae Erythroxylum deciduum,912 bp,1,(No data),(No data),(No data),912 (344 indels),
Erythroxylaceae Erythroxylum macrophyllum,2880 bp,2,(No data),2298 (1485 indels),(No data),582 (29 indels),
Erythroxylaceae Erythroxylum rufum,2729 bp,2,(No data),"2159 (2 'N', 1428 indels)",(No data),570 (28 indels),
Escalloniaceae Escallonia bifida,3779 bp,1,(No data),(No data),"3779 (315 'N', 1680 indels)",(No data),
Escalloniaceae Escallonia farinacea,3772 bp,1,(No data),(No data),"3772 (331 'N', 1680 indels)",(No data),
Escalloniaceae Escallonia laevis,3779 bp,1,(No data),(No data),"3779 (353 'N', 1680 indels)",(No data),
Euphorbiaceae Acalypha diversifolia,550 bp,1,(No data),(No data),(No data),550 (25 indels),
Euphorbiaceae Acalypha macrostachya,6107 bp,2,(No data),5525 (3660 indels),(No data),582 (29 indels),
Euphorbiaceae Actinostemon concolor,6200 bp,3,1608 (139 indels),3238 (2035 indels),(No data),1354 (30 indels),
Euphorbiaceae Adelia membranifolia,2021 bp,1,(No data),(No data),(No data),2021 (613 indels),
Euphorbiaceae Adenophaedra comp. OUTSIDE,2021 bp,1,(No data),(No data),(No data),2021 (613 indels),
Euphorbiaceae Alchornea discolor,693 bp,1,(No data),(No data),(No data),693 (23 indels),
Euphorbiaceae Alchornea triplinervia,728 bp,1,(No data),(No data),(No data),728 (29 indels),
Euphorbiaceae Aparisthmium cordatum,2843 bp,2,(No data),2115 (1378 indels),(No data),728 (29 indels),
Euphorbiaceae Astraea lobata,5430 bp,2,(No data),(No data),"3734 (3 'N', 1793 indels)",1696 (298 indels),
Euphorbiaceae Bernardia pulchella,5160 bp,1,(No data),5160 (3484 indels),(No data),(No data),
Euphorbiaceae Brasiliocroton mamoninha,5419 bp,2,(No data),(No data),3723 (1790 indels),1696 (298 indels),
Euphorbiaceae Caperonia palustris,9442 bp,2,(No data),7746 (5216 indels),(No data),1696 (298 indels),
Euphorbiaceae Chiropetalum tricoccum,7182 bp,2,(No data),5161 (3490 indels),(No data),2021 (613 indels),
Euphorbiaceae Cleidion comp. OUTSIDE,3201 bp,2,1505 (104 indels),(No data),(No data),1696 (298 indels),
Euphorbiaceae Cnidoscolus urens,3947 bp,2,(No data),2207 (1429 indels),(No data),"1740 (1 'N', 336 indels)",
Euphorbiaceae Conceveiba guianensis,2769 bp,2,(No data),2091 (1297 indels),(No data),678 (29 indels),
Euphorbiaceae Croton glandulosus,2623 bp,2,(No data),1719 (1062 indels),(No data),904 (343 indels),
Euphorbiaceae Croton piptocalyx,3213 bp,2,(No data),(No data),1517 (855 indels),1696 (298 indels),
Euphorbiaceae Croton schiedeanus,581 bp,1,(No data),(No data),(No data),581 (29 indels),
Euphorbiaceae Croton sphaerogynus,728 bp,1,(No data),(No data),(No data),728 (29 indels),
Euphorbiaceae Croton tricolor,5430 bp,2,(No data),(No data),3734 (1794 indels),1696 (298 indels),
Euphorbiaceae Dalechampia scandens,7707 bp,1,(No data),7707 (5232 indels),(No data),(No data),
Euphorbiaceae Euphorbia adenoptera,6466 bp,1,(No data),6466 (4573 indels),(No data),(No data),
Euphorbiaceae Euphorbia appariciana,13112 bp,3,(No data),6466 (4567 indels),3150 (1655 indels),"3496 (272 'N', 408 indels)",
Euphorbiaceae Euphorbia comosa,6245 bp,2,(No data),(No data),2749 (1494 indels),3496 (404 indels),
Euphorbiaceae Euphorbia dioeca,7047 bp,2,(No data),6466 (4544 indels),(No data),581 (29 indels),
Euphorbiaceae Euphorbia elodes,3149 bp,1,(No data),(No data),3149 (1652 indels),(No data),
Euphorbiaceae Euphorbia heterodoxa,3141 bp,1,(No data),(No data),3141 (1637 indels),(No data),
Euphorbiaceae Euphorbia heterophylla,2509 bp,2,(No data),(No data),1495 (700 indels),1014 (26 indels),
Euphorbiaceae Euphorbia hirta,7758 bp,3,(No data),5249 (3528 indels),1495 (700 indels),1014 (26 indels),
Euphorbiaceae Euphorbia hyssopifolia,8975 bp,3,(No data),6466 (4566 indels),1495 (700 indels),1014 (26 indels),
Euphorbiaceae Euphorbia nutans,2853 bp,2,(No data),2272 (1477 indels),(No data),581 (29 indels),
Euphorbiaceae Euphorbia ophthalmica,6446 bp,1,(No data),6446 (4549 indels),(No data),(No data),
Euphorbiaceae Euphorbia peperomioides,3150 bp,1,(No data),(No data),3150 (1652 indels),(No data),
Euphorbiaceae Euphorbia phosphorea,3144 bp,1,(No data),(No data),"3144 (2 'N', 1631 indels)",(No data),
Euphorbiaceae Euphorbia potentilloides,6466 bp,1,(No data),6466 (4565 indels),(No data),(No data),
Euphorbiaceae Euphorbia prostrata,6143 bp,2,(No data),5239 (3525 indels),(No data),904 (343 indels),
Euphorbiaceae Euphorbia sciadophila,4884 bp,2,(No data),(No data),3130 (1646 indels),1754 (357 indels),
Euphorbiaceae Euphorbia serpens,7047 bp,2,(No data),6466 (4565 indels),(No data),581 (29 indels),
Euphorbiaceae Euphorbia sessilifolia,6442 bp,1,(No data),6442 (4556 indels),(No data),(No data),
Euphorbiaceae Euphorbia setosa,6466 bp,1,(No data),6466 (4566 indels),(No data),(No data),
Euphorbiaceae Euphorbia sipolisii,6061 bp,2,(No data),(No data),3147 (1631 indels),"2914 (1 'N', 408 indels)",
Euphorbiaceae Euphorbia tamanduana,6466 bp,1,(No data),6466 (4550 indels),(No data),(No data),
Euphorbiaceae Euphorbia thymifolia,7480 bp,2,(No data),6466 (4522 indels),(No data),1014 (26 indels),
Euphorbiaceae Glycydendron amazonicum,5395 bp,3,1608 (139 indels),2091 (1291 indels),(No data),"1696 (1 'N', 298 indels)",
Euphorbiaceae Gymnanthes glabrata,2021 bp,1,(No data),(No data),(No data),2021 (613 indels),
Euphorbiaceae Hevea brasiliensis,2550 bp,2,1606 (139 indels),(No data),(No data),944 (344 indels),
Euphorbiaceae Hevea guianensis,1575 bp,1,(No data),(No data),(No data),1575 (252 indels),
Euphorbiaceae Jatropha gossypiifolia,8449 bp,2,(No data),7746 (5139 indels),(No data),703 (25 indels),
Euphorbiaceae Joannesia princeps,2021 bp,1,(No data),(No data),(No data),2021 (613 indels),
Euphorbiaceae Mabea piriri,3529 bp,2,(No data),1954 (1266 indels),(No data),1575 (252 indels),
Euphorbiaceae Manihot esculenta,7959 bp,4,1599 (139 indels),4319 (2918 indels),1425 (681 indels),616 (25 indels),
Euphorbiaceae Manihot grahamii,10868 bp,4,1601 (139 indels),4272 (2915 indels),2910 (1810 indels),2085 (651 indels),
Euphorbiaceae Maprounea guianensis,8122 bp,3,(No data),4244 (2912 indels),3150 (1664 indels),728 (29 indels),
Euphorbiaceae Micrandra comp. OUTSIDE,6434 bp,3,1608 (139 indels),4244 (2900 indels),(No data),582 (29 indels),
Euphorbiaceae Microstachys corniculata,1696 bp,1,(No data),(No data),(No data),1696 (298 indels),
Euphorbiaceae Omphalea brasiliensis,7746 bp,1,(No data),7746 (5318 indels),(No data),(No data),
Euphorbiaceae Ophthalmoblapton pedunculare,1696 bp,1,(No data),(No data),(No data),1696 (298 indels),
Euphorbiaceae Pachystroma longifolium,1696 bp,1,(No data),(No data),(No data),1696 (298 indels),
Euphorbiaceae Pausandra martinii,1696 bp,1,(No data),(No data),(No data),1696 (298 indels),
Euphorbiaceae Philyra brasiliensis,6584 bp,3,1608 (139 indels),2955 (1914 indels),(No data),2021 (613 indels),
Euphorbiaceae Pleradenophora comp. OUTSIDE,1696 bp,1,(No data),(No data),(No data),1696 (298 indels),
Euphorbiaceae Plukenetia comp. OUTSIDE,11050 bp,3,1608 (139 indels),7746 (5240 indels),(No data),1696 (298 indels),
Euphorbiaceae Romanoa tamnoides,6189 bp,3,1601 (139 indels),3238 (2044 indels),(No data),1350 (30 indels),
Euphorbiaceae Sagotia racemosa,582 bp,1,(No data),(No data),(No data),582 (29 indels),
Euphorbiaceae Sapium glandulosum,3237 bp,2,(No data),"1690 (3 'N', 1173 indels)",(No data),1547 (227 indels),
Euphorbiaceae Tetrorchidium rubrivenium,6185 bp,3,1602 (142 indels),3238 (2026 indels),(No data),1345 (30 indels),
Euphorbiaceae Tragia volubilis,8324 bp,2,(No data),7743 (5251 indels),(No data),581 (29 indels),
Fabaceae Abarema brachystachya,2940 bp,2,(No data),2212 (1438 indels),(No data),728 (29 indels),
Fabaceae Abarema cochleata,5573 bp,1,(No data),5573 (3773 indels),(No data),(No data),
Fabaceae Abarema cochliacarpos,2212 bp,1,(No data),2212 (1438 indels),(No data),(No data),
Fabaceae Abarema filamentosa,5573 bp,1,(No data),5573 (3773 indels),(No data),(No data),
Fabaceae Abarema jupunba,6930 bp,2,(No data),5355 (3577 indels),(No data),1575 (252 indels),
Fabaceae Abarema langsdorffii,5573 bp,1,(No data),5573 (3773 indels),(No data),(No data),
Fabaceae Abarema turbinata,5381 bp,1,(No data),5381 (3593 indels),(No data),(No data),
Fabaceae Abarema villosa,5573 bp,1,(No data),5573 (3773 indels),(No data),(No data),
Fabaceae Abrus precatorius,3663 bp,2,(No data),2098 (1298 indels),(No data),1565 (252 indels),
Fabaceae Abrus pulchellus,2752 bp,2,(No data),2196 (1434 indels),(No data),556 (25 indels),
Fabaceae Acosmium diffusissimum,3787 bp,1,(No data),3787 (2432 indels),(No data),(No data),
Fabaceae Acosmium lentiscifolium,4225 bp,1,(No data),4225 (2686 indels),(No data),(No data),
Fabaceae Aeschynomene americana,6263 bp,2,(No data),5682 (3837 indels),(No data),581 (29 indels),
Fabaceae Aeschynomene ciliata,5682 bp,1,(No data),5682 (3849 indels),(No data),(No data),
Fabaceae Aeschynomene denticulata,5682 bp,1,(No data),5682 (3849 indels),(No data),(No data),
Fabaceae Aeschynomene filosa,5679 bp,1,(No data),5679 (3849 indels),(No data),(No data),
Fabaceae Aeschynomene fluminensis,5682 bp,1,(No data),5682 (3831 indels),(No data),(No data),
Fabaceae Aeschynomene paniculata,6025 bp,1,(No data),"6025 (117 'N', 4150 indels)",(No data),(No data),
Fabaceae Aeschynomene parviflora,5682 bp,1,(No data),5682 (3831 indels),(No data),(No data),
Fabaceae Aeschynomene rostrata,5682 bp,1,(No data),"5682 (169 'N', 3846 indels)",(No data),(No data),
Fabaceae Aeschynomene rudis,6270 bp,2,(No data),5679 (3841 indels),(No data),591 (18 indels),
Fabaceae Aeschynomene scabra,5679 bp,1,(No data),5679 (3842 indels),(No data),(No data),
Fabaceae Aeschynomene selloi,5679 bp,1,(No data),5679 (3852 indels),(No data),(No data),
Fabaceae Aeschynomene viscidula,2623 bp,2,(No data),1719 (1059 indels),(No data),904 (343 indels),
Fabaceae Albizia inundata,3856 bp,1,(No data),3856 (2350 indels),(No data),(No data),
Fabaceae Albizia niopoides,2577 bp,2,(No data),"1996 (8 'N', 1252 indels)",(No data),581 (29 indels),
Fabaceae Albizia polycephala,5383 bp,1,(No data),5383 (3592 indels),(No data),(No data),
Fabaceae Amburana cearensis,3949 bp,1,(No data),3949 (2422 indels),(No data),(No data),
Fabaceae Amphiodon effusus,7148 bp,2,(No data),5573 (3767 indels),(No data),1575 (252 indels),
Fabaceae Ancistrotropis peduncularis,610 bp,1,(No data),(No data),(No data),610 (25 indels),
Fabaceae Andira anthelmia,4634 bp,2,(No data),"3949 (1 'N', 2416 indels)",(No data),685 (25 indels),
Fabaceae Vouacapoua americana,6371 bp,2,(No data),"5645 (1 'N', 3834 indels)",(No data),726 (29 indels),
Fabaceae Andira cujabensis,5487 bp,1,(No data),5487 (3701 indels),(No data),(No data),
Fabaceae Andira fraxinifolia,3949 bp,1,(No data),"3949 (1 'N', 2416 indels)",(No data),(No data),
Fabaceae Andira inermis,4491 bp,2,(No data),3949 (2422 indels),(No data),542 (27 indels),
Fabaceae Andira legalis,3949 bp,1,(No data),"3949 (1 'N', 2416 indels)",(No data),(No data),
Fabaceae Andira marauensis,5757 bp,1,(No data),5757 (3925 indels),(No data),(No data),
Fabaceae Andira nitida,3949 bp,1,(No data),3949 (2416 indels),(No data),(No data),
Fabaceae Andira ormosioides,3949 bp,1,(No data),"3949 (2 'N', 2419 indels)",(No data),(No data),
Fabaceae Andira surinamensis,7330 bp,2,(No data),5755 (3938 indels),(No data),1575 (252 indels),
Fabaceae Andira vermifuga,5573 bp,1,(No data),5573 (3763 indels),(No data),(No data),
Fabaceae Apuleia leiocarpa,6939 bp,2,(No data),5172 (3463 indels),(No data),1767 (360 indels),
Fabaceae Arachis pintoi,7822 bp,1,(No data),"7822 (27 'N', 5317 indels)",(No data),(No data),
Fabaceae Arachis triseminata,2925 bp,1,(No data),2925 (1928 indels),(No data),(No data),
Fabaceae Arapatiella emarginata,1499 bp,1,(No data),(No data),(No data),"1499 (54 'N', 251 indels)",
Fabaceae Arapatiella psilophylla,5274 bp,1,(No data),5274 (3572 indels),(No data),(No data),
Fabaceae Ateleia glazioveana,3949 bp,1,(No data),3949 (2425 indels),(No data),(No data),
Fabaceae Ateleia guaraya,5771 bp,1,(No data),5771 (3961 indels),(No data),(No data),
Fabaceae Albizia pedicellaris,6292 bp,2,(No data),5573 (3772 indels),(No data),719 (29 indels),
Fabaceae Barnebydendron riedelii,5079 bp,1,(No data),5079 (3404 indels),(No data),(No data),
Fabaceae Batesia floribunda,7194 bp,2,(No data),"5599 (4 'N', 3801 indels)",(No data),1595 (231 indels),
Fabaceae Bauhinia acreana,3548 bp,1,(No data),3548 (2186 indels),(No data),(No data),
Fabaceae Bauhinia bauhinioides,5048 bp,1,(No data),5048 (3393 indels),(No data),(No data),
Fabaceae Bauhinia brevipes,3958 bp,1,(No data),3958 (2790 indels),(No data),(No data),
Fabaceae Bauhinia catingae,5242 bp,1,(No data),5242 (3515 indels),(No data),(No data),
Fabaceae Bauhinia dubia,5266 bp,1,(No data),5266 (3567 indels),(No data),(No data),
Fabaceae Bauhinia forficata,6846 bp,2,(No data),5247 (3555 indels),(No data),1599 (231 indels),
Fabaceae Bauhinia longifolia,4915 bp,1,(No data),4915 (3340 indels),(No data),(No data),
Fabaceae Bauhinia mollis,5334 bp,1,(No data),5334 (3629 indels),(No data),(No data),
Fabaceae Bauhinia ovata,4264 bp,1,(No data),4264 (3016 indels),(No data),(No data),
Fabaceae Bauhinia pentandra,3928 bp,1,(No data),3928 (2444 indels),(No data),(No data),
Fabaceae Bauhinia pulchella,5247 bp,1,(No data),5247 (3555 indels),(No data),(No data),
Fabaceae Bauhinia rufa,5379 bp,1,(No data),5379 (3811 indels),(No data),(No data),
Fabaceae Bauhinia subclavata,5247 bp,1,(No data),5247 (3555 indels),(No data),(No data),
Fabaceae Bauhinia ungulata,5828 bp,2,(No data),5247 (3555 indels),(No data),581 (29 indels),
Fabaceae Bionia bella,5666 bp,1,(No data),5666 (3768 indels),(No data),(No data),
Fabaceae Bionia coriacea,5665 bp,1,(No data),"5665 (39 'N', 3786 indels)",(No data),(No data),
Fabaceae Blanchetiodendron blanchetii,5296 bp,1,(No data),5296 (3706 indels),(No data),(No data),
Fabaceae Bocoa comp. OUTSIDE,6275 bp,2,(No data),5549 (3768 indels),(No data),726 (29 indels),
Fabaceae Bowdichia virgilioides,4292 bp,1,(No data),4292 (3004 indels),(No data),(No data),
Fabaceae Brodriguesia santosii,3747 bp,1,(No data),3747 (2617 indels),(No data),(No data),
Fabaceae Poincianella gardneriana,5357 bp,1,(No data),5357 (3601 indels),(No data),(No data),
Fabaceae Calliandra aeschynomenoides,3015 bp,1,(No data),3015 (1925 indels),(No data),(No data),
Fabaceae Calliandra asplenioides,3798 bp,1,(No data),3798 (2337 indels),(No data),(No data),
Fabaceae Calliandra bella,5330 bp,1,(No data),5330 (3558 indels),(No data),(No data),
Fabaceae Calliandra calycina,5323 bp,1,(No data),5323 (3543 indels),(No data),(No data),
Fabaceae Calliandra depauperata,3157 bp,1,(No data),"3157 (6 'N', 1970 indels)",(No data),(No data),
Fabaceae Calliandra elegans,5324 bp,1,(No data),5324 (3543 indels),(No data),(No data),
Fabaceae Calliandra erubescens,5378 bp,1,(No data),5378 (3594 indels),(No data),(No data),
Fabaceae Calliandra harrisii,5356 bp,1,(No data),5356 (3585 indels),(No data),(No data),
Fabaceae Calliandra hygrophila,3804 bp,1,(No data),3804 (2318 indels),(No data),(No data),
Fabaceae Calliandra parviflora,2632 bp,1,(No data),"2632 (1 'N', 1605 indels)",(No data),(No data),
Fabaceae Calliandra ulei,2633 bp,1,(No data),"2633 (3 'N', 1605 indels)",(No data),(No data),
Fabaceae Calopogonium caeruleum,3632 bp,2,(No data),1829 (1210 indels),(No data),1803 (377 indels),
Fabaceae Calopogonium galactioides,581 bp,1,(No data),(No data),(No data),581 (29 indels),
Fabaceae Calopogonium mucunoides,3442 bp,2,(No data),1853 (1223 indels),(No data),1589 (255 indels),
Fabaceae Camptosema ellipticum,5666 bp,1,(No data),5666 (3786 indels),(No data),(No data),
Fabaceae Camptosema isopetalum,5653 bp,1,(No data),5653 (3782 indels),(No data),(No data),
Fabaceae Camptosema spectabile,5666 bp,1,(No data),5666 (3786 indels),(No data),(No data),
Fabaceae Canavalia brasiliensis,6259 bp,2,(No data),"5678 (33 'N', 3780 indels)",(No data),581 (29 indels),
Fabaceae Canavalia cassidea,5678 bp,1,(No data),5678 (3780 indels),(No data),(No data),
Fabaceae Canavalia dictyota,5678 bp,1,(No data),5678 (3781 indels),(No data),(No data),
